0.38167,0.24706,1,0
0.37971,0.2549,1,0
0.37383,0.26863,1,0
0.3601,0.29216,1,0
0.33657,0.32353,1,0
0.30128,0.36667,1,0
0.27186,0.40588,1,0
0.2503,0.43725,1,0
0.23853,0.45686,1,0
0.23657,0.46471,1,0
0.24637,0.46471,1,0
0.28167,0.46078,1,0
0.34049,0.4451,1,0
0.42284,0.41961,1,0
0.52088,0.39608,1,0
0.58559,0.38431,1,0
0.615,0.38235,1,0
0.61892,0.38431,1,0
0.61696,0.4,1,0
0.59932,0.43137,1,0
0.56598,0.47255,1,0
0.53069,0.51176,1,0
0.49539,0.55294,1,0
0.46794,0.58627,1,0
0.45618,0.6098,1,0
0.45422,0.62157,1,0
0.4601,0.63137,1,0
0.47186,0.64118,1,0
0.48363,0.65098,1,0
0.49735,0.66078,1,0
0.50716,0.67255,1,0
0.51304,0.68235,1,0
0.51304,0.69412,1,0
0.50716,0.70784,1,0
0.48951,0.71961,1,0
0.46794,0.72353,1,0
0.44245,0.72549,1,0
0.41304,0.71373,1,0
0.38363,0.69412,1,0
0.35814,0.65098,1,0
0.3503,0.59608,1,0
0.35814,0.54314,1,0
0.39343,0.49412,1,0
0.44441,0.4549,1,0
0.49147,0.43137,1,0
0.53069,0.41765,1,0
0.54637,0.41373,1,0
0.54834,0.41373,1,0
0.55226,0.41373,1,0
0.54441,0.42157,1,0
0.51108,0.43529,1,0
0.47186,0.4549,1,0
0.43657,0.48431,1,0
0.415,0.52353,1,0
0.41108,0.56078,1,0
0.43461,0.60196,1,0
0.47775,0.63725,1,0
0.53265,0.65882,1,0
0.60128,0.66667,1,0
0.68755,0.6549,1,0
0.7699,0.62157,1,0
0.82677,0.56078,1,0
0.85618,0.4902,1,0
0.85226,0.42353,1,0
0.81696,0.36471,1,0
0.76598,0.32549,1,0
0.71892,0.30784,1,0
0.69147,0.31176,1,0
0.67579,0.32549,1,0
0.6699,0.3451,1,0
0.67186,0.37451,1,0
0.68951,0.42353,1,0
0.71696,0.48039,1,0
0.74049,0.53725,1,0
0.7601,0.58627,1,0
0.77186,0.62549,1,0
0.77971,0.65098,1,0
0.78559,0.67059,1,0
0.78559,0.68431,1,0
0.78167,0.69608,1,0
0.7699,0.70784,1,0
0.75226,0.71765,1,0
0.73069,0.72353,1,0
0.70128,0.72745,1,0
0.66794,0.72549,1,0
0.63853,0.71373,1,0
0.62677,0.7,1,0
0.62284,0.66863,1,0
0.62677,0.60392,1,0
0.64441,0.55294,1,0
0.67775,0.49804,1,0
0.71696,0.4549,1,0
0.7601,0.42157,1,0
0.8052,0.41176,1,0
0.83265,0.42157,1,0
0.85618,0.4549,1,0
0.87186,0.5098,1,0
0.87383,0.56275,1,0
0.8601,0.63333,1,0
0.83461,0.70196,1,0
0.80912,0.75686,1,0
0.79343,0.79412,1,0
0.78951,0.81961,1,0
0.78951,0.82941,1,0
0.80128,0.83529,1,0
0.80716,0.83922,1,0
0.81304,0.84118,1,0
0.82284,0.84118,1,0
0.83853,0.83137,1,0
0.86402,0.8098,1,0
0.89932,0.77255,1,0
0.93657,0.73725,1,0
0.96402,0.7098,1,0
0.97383,0.68824,1,0
0.97775,0.67451,1,0
0.97971,0.66471,1,0
0.97971,0.65882,1,0
0.97971,0.6549,1,0
0.97775,0.6549,1,0
0.97971,0.6549,1,0
0.97775,0.66078,1,0
0.96794,0.68824,1,0
0.95618,0.73529,1,0
0.94049,0.79412,1,0
0.93265,0.84314,1,0
0.92481,0.88431,1,0
0.92481,0.91569,1,0
0.93657,0.94118,1,0
0.94834,0.96078,1,0
0.95618,0.97059,1,0
0.95814,0.97451,1,0
